gene,logP
ENSG00000233650,NA
ENSG00000233651,-0.2
ENSG00000233652,-0.3
ENSG00000233653,-0.1
ENSG00000233654,-0.1
ENSG00000233655,NA
ENSG00000233656,NA
ENSG00000233659,0
ENSG00000233661,0
ENSG00000233662,0.1
ENSG00000233663,NA
ENSG00000233664,NA
ENSG00000233665,0.1
ENSG00000233668,0.2
ENSG00000233670,0
ENSG00000233671,0.1
ENSG00000233672,0
ENSG00000233673,0
ENSG00000233674,NA
ENSG00000233676,NA
ENSG00000233677,0.3
ENSG00000233680,-0.4
ENSG00000233681,NA
ENSG00000233682,-1
ENSG00000233683,NA
ENSG00000233684,NA
ENSG00000233685,-0.1
ENSG00000233686,NA
ENSG00000233687,NA
ENSG00000233688,NA
ENSG00000233689,NA
ENSG00000233690,1
ENSG00000233691,-0.1
ENSG00000233692,NA
ENSG00000233693,0.1
ENSG00000233694,-0.1
ENSG00000233695,-0.4
ENSG00000233697,NA
ENSG00000233699,NA
ENSG00000233700,NA
ENSG00000233701,NA
ENSG00000233702,-0.2
ENSG00000233703,NA
ENSG00000233705,0
ENSG00000233706,NA
ENSG00000233707,0.2
ENSG00000233708,-0.1
ENSG00000233709,NA
ENSG00000233710,NA
ENSG00000233711,NA
ENSG00000233712,NA
ENSG00000233713,0.1
ENSG00000233714,0.1
ENSG00000233716,-0.1
ENSG00000233717,NA
ENSG00000233718,NA
ENSG00000233719,0
ENSG00000233720,NA
ENSG00000233721,0.2
ENSG00000233723,0.2
ENSG00000233724,NA
ENSG00000233725,0
ENSG00000233727,NA
ENSG00000233728,NA
ENSG00000233729,-0.1
ENSG00000233730,NA
ENSG00000233732,NA
ENSG00000233733,NA
ENSG00000233734,NA
ENSG00000233735,-0.1
ENSG00000233737,NA
ENSG00000233739,NA
ENSG00000233740,-0.2
ENSG00000233741,NA
ENSG00000233742,NA
ENSG00000233744,NA
ENSG00000233746,NA
ENSG00000233747,0.1
ENSG00000233750,-0.1
ENSG00000233751,NA
ENSG00000233752,NA
ENSG00000233754,NA
ENSG00000233755,NA
ENSG00000233756,NA
ENSG00000233757,-0.5
ENSG00000233760,NA
ENSG00000233762,-0.2
ENSG00000233764,NA
ENSG00000233765,-0.5
ENSG00000233766,-0.3
ENSG00000233767,NA
ENSG00000233771,0
ENSG00000233772,NA
ENSG00000233774,NA
ENSG00000233775,0.3
ENSG00000233776,0
ENSG00000233778,-0.2
ENSG00000233780,0
ENSG00000233782,NA
ENSG00000233783,-0.2
ENSG00000233785,0.2
ENSG00000233786,0.1
ENSG00000233787,NA
ENSG00000233788,NA
ENSG00000233791,0
ENSG00000233792,NA
ENSG00000233795,NA
ENSG00000233796,NA
ENSG00000233797,-0.1
ENSG00000233798,NA
ENSG00000233799,-0.1
ENSG00000233800,0.1
ENSG00000233801,NA
ENSG00000233802,NA
ENSG00000233803,NA
ENSG00000233805,NA
ENSG00000233806,0.5
ENSG00000233807,NA
ENSG00000233810,NA
ENSG00000233812,0.2
ENSG00000233813,NA
ENSG00000233814,NA
ENSG00000233816,-0.2
ENSG00000233817,-0.1
ENSG00000233818,-0.5
ENSG00000233819,0.1
ENSG00000233820,0.2
ENSG00000233821,-0.1
ENSG00000233822,0
ENSG00000233823,NA
ENSG00000233824,NA
ENSG00000233825,0.3
ENSG00000233826,NA
ENSG00000233827,NA
ENSG00000233828,0
ENSG00000233829,NA
ENSG00000233830,0.2
ENSG00000233831,NA
ENSG00000233832,NA
ENSG00000233833,-0.1
ENSG00000233834,-0.5
ENSG00000233835,NA
ENSG00000233836,-0.2
ENSG00000233837,-0.2
ENSG00000233838,0.1
ENSG00000233839,0.2
ENSG00000233840,NA
ENSG00000233841,NA
ENSG00000233842,NA
ENSG00000233843,NA
ENSG00000233844,-0.2
ENSG00000233845,-0.4
ENSG00000233846,0
ENSG00000233847,0.2
ENSG00000233848,-0.1
ENSG00000233849,NA
ENSG00000233850,NA
ENSG00000233851,0.1
ENSG00000233852,0.2
ENSG00000233853,NA
ENSG00000233854,NA
ENSG00000233857,NA
ENSG00000233858,-0.1
ENSG00000233859,1.9
ENSG00000233860,-0.2
ENSG00000233861,NA
ENSG00000233862,0.1
ENSG00000233863,NA
ENSG00000233864,0
ENSG00000233866,NA
ENSG00000233867,0
ENSG00000233868,0.6
ENSG00000233869,NA
ENSG00000233870,-0.8
ENSG00000233871,0.6
ENSG00000233872,NA
ENSG00000233873,0
ENSG00000233874,0.4
ENSG00000233875,NA
ENSG00000233876,-0.1
ENSG00000233877,NA
ENSG00000233878,0.1
ENSG00000233880,NA
ENSG00000233882,NA
ENSG00000233883,NA
ENSG00000233884,-0.1
ENSG00000233885,-0.4
ENSG00000233887,-0.1
ENSG00000233888,-0.1
ENSG00000233889,-0.1
ENSG00000233890,NA
ENSG00000233891,NA
ENSG00000233892,-0.3
ENSG00000233893,-0.2
ENSG00000233894,0
ENSG00000233895,-0.4
ENSG00000233896,NA
ENSG00000233900,NA
ENSG00000233901,-5.2
ENSG00000233902,-0.4
ENSG00000233903,0.3
ENSG00000233904,NA
ENSG00000233905,NA
ENSG00000233906,NA
ENSG00000233907,NA
ENSG00000233908,NA
ENSG00000233909,NA
ENSG00000233910,NA
ENSG00000233911,NA
ENSG00000233912,0.3
ENSG00000233913,0
ENSG00000233915,NA
ENSG00000233916,0
ENSG00000233917,NA
ENSG00000233918,0
ENSG00000233919,NA
ENSG00000233920,NA
ENSG00000233921,0.3
ENSG00000233922,NA
ENSG00000233924,NA
ENSG00000233926,0.1
ENSG00000233927,-0.1
ENSG00000233928,NA
ENSG00000233929,0.9
ENSG00000233930,-0.1
ENSG00000233931,NA
ENSG00000233932,NA
ENSG00000233933,NA
ENSG00000233934,NA
ENSG00000233935,NA
ENSG00000233936,NA
ENSG00000233937,0.9
ENSG00000233938,NA
ENSG00000233939,NA
ENSG00000233940,NA
ENSG00000233941,NA
ENSG00000233942,NA
ENSG00000233943,NA
ENSG00000233944,NA
ENSG00000233945,NA
ENSG00000233946,NA
ENSG00000233947,0.2
ENSG00000233948,NA
ENSG00000233950,NA
ENSG00000233951,NA
ENSG00000233952,0.1
ENSG00000233953,NA
ENSG00000233954,-0.1
ENSG00000233955,NA
ENSG00000233956,NA
ENSG00000233960,NA
ENSG00000233961,0.4
ENSG00000233962,NA
ENSG00000233963,-0.1
ENSG00000233964,NA
ENSG00000233965,NA
ENSG00000233966,0.6
ENSG00000233967,0
ENSG00000233968,-0.1
ENSG00000233969,NA
ENSG00000233970,NA
ENSG00000233971,-0.1
ENSG00000233972,NA
ENSG00000233973,NA
ENSG00000233974,0.2
ENSG00000233975,0
ENSG00000233977,-0.6
ENSG00000233978,NA
ENSG00000233979,-0.1
ENSG00000233980,-0.1
ENSG00000233981,NA
ENSG00000233982,NA
ENSG00000233983,NA
ENSG00000233984,-0.2
ENSG00000233985,-0.1
ENSG00000233987,NA
ENSG00000233988,NA
ENSG00000233989,NA
ENSG00000233990,0.4
ENSG00000233991,NA
ENSG00000233993,NA
ENSG00000233994,0.1
ENSG00000233995,0.4
ENSG00000233996,-0.1
ENSG00000233997,NA
ENSG00000233998,0.2
ENSG00000233999,-0.1
ENSG00000234000,NA
ENSG00000234001,NA
ENSG00000234003,NA
ENSG00000234004,0.3
ENSG00000234005,-0.1
ENSG00000234006,-0.4
ENSG00000234007,NA
ENSG00000234008,0.3
ENSG00000234009,-0.1
ENSG00000234011,NA
ENSG00000234012,NA
ENSG00000234015,NA
ENSG00000234016,NA
ENSG00000234017,-0.3
ENSG00000234019,-0.1
ENSG00000234020,-0.1
ENSG00000234021,NA
ENSG00000234022,-0.1
ENSG00000234025,NA
ENSG00000234026,-0.1
ENSG00000234028,-2.1
ENSG00000234030,-0.1
ENSG00000234031,0.3
ENSG00000234032,NA
ENSG00000234033,NA
ENSG00000234034,NA
ENSG00000234035,-0.1
ENSG00000234036,0.1
ENSG00000234037,0.3
ENSG00000234038,-0.4
ENSG00000234039,NA
ENSG00000234040,0.8
ENSG00000234041,NA
ENSG00000234042,-0.1
ENSG00000234043,-0.2
ENSG00000234044,NA
ENSG00000234046,NA
ENSG00000234047,-0.1
ENSG00000234048,NA
ENSG00000234050,-0.4
ENSG00000234052,NA
ENSG00000234055,-0.1
ENSG00000234056,NA
ENSG00000234057,NA
ENSG00000234058,NA
ENSG00000234059,-0.1
ENSG00000234060,NA
ENSG00000234061,0.1
ENSG00000234062,-0.3
ENSG00000234063,NA
ENSG00000234064,0.1
ENSG00000234065,-0.2
ENSG00000234066,NA
ENSG00000234067,NA
ENSG00000234068,NA
ENSG00000234069,NA
ENSG00000234070,-0.1
ENSG00000234071,NA
ENSG00000234072,-0.6
ENSG00000234073,-0.1
ENSG00000234074,NA
ENSG00000234075,NA
ENSG00000234076,-0.1
ENSG00000234078,NA
ENSG00000234079,NA
ENSG00000234080,0
ENSG00000234081,NA
ENSG00000234082,NA
ENSG00000234083,-0.1
ENSG00000234084,-0.6
ENSG00000234085,NA
ENSG00000234086,0.1
ENSG00000234087,NA
ENSG00000234088,NA
ENSG00000234089,NA
ENSG00000234091,-0.1
ENSG00000234092,NA
ENSG00000234093,-0.2
ENSG00000234095,NA
ENSG00000234096,NA
ENSG00000234099,NA
ENSG00000234100,NA
ENSG00000234101,NA
ENSG00000234102,-0.1
ENSG00000234104,NA
ENSG00000234105,NA
ENSG00000234106,-0.3
ENSG00000234107,NA
ENSG00000234108,NA
ENSG00000234109,NA
ENSG00000234110,NA
ENSG00000234111,NA
ENSG00000234112,NA
ENSG00000234113,NA
ENSG00000234114,NA
ENSG00000234115,-0.1
ENSG00000234116,NA
ENSG00000234117,NA
ENSG00000234118,0.8
ENSG00000234119,NA
ENSG00000234120,0.3
ENSG00000234121,NA
ENSG00000234122,NA
ENSG00000234123,0
ENSG00000234124,NA
ENSG00000234125,NA
ENSG00000234127,0.1
ENSG00000234129,-0.1
ENSG00000234130,0
ENSG00000234131,NA
ENSG00000234132,NA
ENSG00000234134,-0.6
ENSG00000234135,0.1
ENSG00000234136,NA
ENSG00000234137,NA
ENSG00000234138,0.1
ENSG00000234139,-0.1
ENSG00000234140,NA
ENSG00000234141,0
ENSG00000234142,NA
ENSG00000234143,NA
ENSG00000234144,NA
ENSG00000234145,1.4
ENSG00000234146,NA
ENSG00000234147,-0.1
ENSG00000234148,-0.1
ENSG00000234149,-0.1
ENSG00000234152,0.3
ENSG00000234154,NA
ENSG00000234155,-0.5
ENSG00000234156,0.1
ENSG00000234158,NA
ENSG00000234159,NA
ENSG00000234160,0.1
ENSG00000234161,0
ENSG00000234162,NA
ENSG00000234163,NA
ENSG00000234164,NA
ENSG00000234165,NA
ENSG00000234166,NA
ENSG00000234167,NA
ENSG00000234168,NA
ENSG00000234169,NA
ENSG00000234170,NA
ENSG00000234171,0.1
ENSG00000234172,NA
ENSG00000234173,NA
ENSG00000234174,NA
ENSG00000234175,0.2
ENSG00000234176,-0.4
ENSG00000234177,NA
ENSG00000234178,NA
ENSG00000234179,NA
ENSG00000234181,NA
ENSG00000234182,NA
ENSG00000234183,NA
ENSG00000234184,NA
ENSG00000234185,-0.1
ENSG00000234186,NA
ENSG00000234187,NA
ENSG00000234188,NA
ENSG00000234189,NA
ENSG00000234190,NA
ENSG00000234191,NA
ENSG00000234192,NA
ENSG00000234193,-0.1
ENSG00000234195,NA
ENSG00000234196,NA
ENSG00000234197,0
ENSG00000234199,NA
ENSG00000234200,NA
ENSG00000234201,NA
ENSG00000234202,NA
ENSG00000234203,-0.2
ENSG00000234204,NA
ENSG00000234206,-0.6
ENSG00000234207,NA
ENSG00000234208,-0.1
ENSG00000234210,-0.1
ENSG00000234211,NA
ENSG00000234213,-0.1
ENSG00000234214,NA
ENSG00000234215,-0.2
ENSG00000234216,NA
ENSG00000234217,-0.6
ENSG00000234218,NA
ENSG00000234219,0.2
ENSG00000234222,-0.1
ENSG00000234223,NA
ENSG00000234224,NA
ENSG00000234225,0.5
ENSG00000234226,NA
ENSG00000234227,NA
ENSG00000234228,NA
ENSG00000234229,NA
ENSG00000234230,-0.2
ENSG00000234231,1.1
ENSG00000234232,0
ENSG00000234233,-0.1
ENSG00000234234,NA
ENSG00000234235,-0.1
ENSG00000234237,NA
ENSG00000234238,NA
ENSG00000234239,NA
ENSG00000234241,0.2
ENSG00000234242,NA
ENSG00000234243,NA
ENSG00000234244,NA
ENSG00000234245,0
ENSG00000234247,-0.1
ENSG00000234248,0.1
ENSG00000234249,NA
ENSG00000234251,NA
ENSG00000234252,0.3
ENSG00000234253,NA
ENSG00000234255,0.2
ENSG00000234256,NA
ENSG00000234257,NA
ENSG00000234258,NA
ENSG00000234259,-0.1
ENSG00000234260,NA
ENSG00000234261,NA
ENSG00000234262,NA
ENSG00000234263,-0.3
ENSG00000234264,-0.1
ENSG00000234265,NA
ENSG00000234267,NA
ENSG00000234268,0.1
ENSG00000234269,NA
ENSG00000234270,NA
ENSG00000234271,0.2
ENSG00000234272,0.1
ENSG00000234273,NA
ENSG00000234274,NA
ENSG00000234275,NA
ENSG00000234276,NA
ENSG00000234277,NA
ENSG00000234278,NA
ENSG00000234279,0.3
ENSG00000234280,NA
ENSG00000234281,0
ENSG00000234282,0.1
ENSG00000234283,0
ENSG00000234284,-0.7
ENSG00000234285,NA
ENSG00000234286,0
ENSG00000234287,0
ENSG00000234288,NA
ENSG00000234289,0.1
ENSG00000234290,-0.7
ENSG00000234292,0.2
ENSG00000234293,NA
ENSG00000234295,-0.3
ENSG00000234296,NA
ENSG00000234297,-1.5
ENSG00000234298,0.3
ENSG00000234299,-0.2
ENSG00000234300,-0.2
ENSG00000234303,NA
ENSG00000234304,NA
ENSG00000234305,NA
ENSG00000234306,NA
ENSG00000234308,NA
ENSG00000234309,NA
ENSG00000234311,NA
ENSG00000234312,NA
ENSG00000234313,NA
ENSG00000234315,0.1
ENSG00000234318,-0.1
ENSG00000234319,0.2
ENSG00000234320,-0.1
ENSG00000234322,-1.1
ENSG00000234323,-0.1
ENSG00000234324,0
ENSG00000234325,-0.1
ENSG00000234327,0.4
ENSG00000234328,NA
ENSG00000234329,0.1
ENSG00000234331,NA
ENSG00000234332,-0.1
ENSG00000234333,NA
ENSG00000234335,0
ENSG00000234336,0
ENSG00000234337,0.7
ENSG00000234338,-0.2
ENSG00000234340,NA
ENSG00000234343,NA
ENSG00000234344,NA
ENSG00000234345,0
ENSG00000234347,NA
ENSG00000234349,NA
ENSG00000234350,-0.4
ENSG00000234351,NA
ENSG00000234352,0.1
ENSG00000234353,-0.1
ENSG00000234354,-0.1
ENSG00000234355,0.1
ENSG00000234356,NA
ENSG00000234358,NA
ENSG00000234359,NA
ENSG00000234360,NA
ENSG00000234361,0.1
ENSG00000234362,0.9
ENSG00000234363,NA
ENSG00000234364,NA
ENSG00000234365,NA
ENSG00000234367,0
ENSG00000234369,0
ENSG00000234370,NA
ENSG00000234371,0
ENSG00000234372,NA
ENSG00000234373,-0.3
ENSG00000234375,0.1
ENSG00000234376,NA
ENSG00000234377,-0.1
ENSG00000234378,NA
ENSG00000234379,NA
ENSG00000234380,0.4
ENSG00000234381,-0.1
ENSG00000234382,-0.1
ENSG00000234383,-0.1
ENSG00000234384,NA
ENSG00000234385,NA
ENSG00000234386,0
ENSG00000234387,NA
ENSG00000234388,NA
ENSG00000234389,NA
ENSG00000234390,-0.1
ENSG00000234391,NA
ENSG00000234393,-0.1
ENSG00000234394,-0.1
ENSG00000234396,0.3
ENSG00000234397,0.1
ENSG00000234398,NA
ENSG00000234399,NA
ENSG00000234402,NA
ENSG00000234404,NA
ENSG00000234405,0.5
ENSG00000234406,0.1
ENSG00000234407,NA
ENSG00000234409,1
ENSG00000234411,NA
ENSG00000234413,NA
ENSG00000234414,0.1
ENSG00000234415,NA
ENSG00000234416,NA
ENSG00000234417,NA
ENSG00000234418,0.4
ENSG00000234419,-0.4
ENSG00000234420,-0.4
ENSG00000234421,NA
ENSG00000234422,NA
ENSG00000234423,NA
ENSG00000234424,0.2
ENSG00000234425,NA
ENSG00000234426,NA
ENSG00000234427,0.1
ENSG00000234428,-0.1
ENSG00000234429,NA
ENSG00000234430,NA
ENSG00000234431,NA
ENSG00000234432,-0.2
ENSG00000234433,NA
ENSG00000234435,NA
ENSG00000234436,NA
ENSG00000234437,-0.2
ENSG00000234438,-0.7
ENSG00000234439,NA
ENSG00000234441,-0.1
ENSG00000234442,NA
ENSG00000234443,NA
ENSG00000234444,-0.6
ENSG00000234445,-0.2
ENSG00000234446,NA
ENSG00000234448,NA
ENSG00000234449,-0.4
ENSG00000234450,0.1
ENSG00000234451,NA
ENSG00000234452,NA
ENSG00000234453,NA
ENSG00000234454,NA
ENSG00000234455,-0.1
ENSG00000234456,1.5
ENSG00000234457,0.1
ENSG00000234458,0.1
ENSG00000234459,0.8
ENSG00000234460,0.5
ENSG00000234461,NA
ENSG00000234463,NA
ENSG00000234464,NA
ENSG00000234465,-0.1
ENSG00000234466,NA
ENSG00000234467,NA
ENSG00000234469,NA
ENSG00000234470,NA
ENSG00000234471,NA
ENSG00000234473,-0.2
ENSG00000234474,NA
ENSG00000234475,NA
ENSG00000234476,NA
ENSG00000234477,0.1
ENSG00000234478,0.1
ENSG00000234479,NA
ENSG00000234480,NA
ENSG00000234481,NA
ENSG00000234482,NA
ENSG00000234484,NA
ENSG00000234485,0.1
ENSG00000234487,NA
ENSG00000234488,-0.1
ENSG00000234489,NA
ENSG00000234491,0.1
ENSG00000234492,-0.7
ENSG00000234493,-0.1
ENSG00000234494,-0.6
ENSG00000234495,NA
ENSG00000234496,NA
ENSG00000234497,NA
ENSG00000234498,0.1
ENSG00000234500,-0.4
ENSG00000234502,NA
ENSG00000234503,0.2
ENSG00000234504,-0.1
ENSG00000234506,NA
ENSG00000234507,NA
ENSG00000234508,NA
ENSG00000234509,-1.1
ENSG00000234510,NA
ENSG00000234511,0.1
ENSG00000234512,NA
ENSG00000234513,-0.2
ENSG00000234514,NA
ENSG00000234515,-0.1
ENSG00000234518,-0.2
ENSG00000234519,NA
ENSG00000234520,0.2
ENSG00000234521,-0.1
ENSG00000234522,NA
ENSG00000234523,0
ENSG00000234524,NA
ENSG00000234527,NA
ENSG00000234528,NA
ENSG00000234529,NA
ENSG00000234530,NA
ENSG00000234531,NA
ENSG00000234534,NA
ENSG00000234535,-0.1
ENSG00000234536,-0.5
ENSG00000234537,-1.2
ENSG00000234538,NA
ENSG00000234539,NA
ENSG00000234540,NA
ENSG00000234541,NA
ENSG00000234542,NA
ENSG00000234544,NA
ENSG00000234545,-0.8
ENSG00000234546,-1
ENSG00000234548,NA
ENSG00000234549,NA
ENSG00000234551,NA
ENSG00000234553,NA
ENSG00000234556,NA
ENSG00000234557,-0.3
ENSG00000234558,-0.2
ENSG00000234559,NA
ENSG00000234560,NA
ENSG00000234562,NA
ENSG00000234564,NA
ENSG00000234565,NA
ENSG00000234566,NA
ENSG00000234567,0.2
ENSG00000234568,NA
ENSG00000234569,NA
ENSG00000234570,NA
ENSG00000234571,-0.4
ENSG00000234572,-0.1
ENSG00000234573,NA
ENSG00000234574,NA
ENSG00000234575,0
ENSG00000234576,NA
ENSG00000234577,-0.1
ENSG00000234578,NA
ENSG00000234579,NA
ENSG00000234580,NA
ENSG00000234583,NA
ENSG00000234584,-0.1
ENSG00000234585,0.1
ENSG00000234586,NA
ENSG00000234587,NA
ENSG00000234588,NA
ENSG00000234589,0.1
ENSG00000234590,NA
ENSG00000234592,0.1
ENSG00000234593,NA
ENSG00000234594,NA
ENSG00000234595,NA
ENSG00000234597,NA
ENSG00000234599,NA
ENSG00000234601,NA
ENSG00000234602,0.1
ENSG00000234603,NA
ENSG00000234604,0
ENSG00000234605,NA
ENSG00000234607,-0.1
ENSG00000234608,-0.1
ENSG00000234610,0
ENSG00000234611,NA
ENSG00000234612,NA
ENSG00000234613,NA
ENSG00000234614,-0.2
ENSG00000234616,-1
ENSG00000234617,0.8
ENSG00000234618,0
ENSG00000234619,-0.1
ENSG00000234620,NA
ENSG00000234622,NA
ENSG00000234623,NA
ENSG00000234624,NA
ENSG00000234625,NA
ENSG00000234626,NA
ENSG00000234627,0.1
ENSG00000234629,-0.3
ENSG00000234630,-0.3
ENSG00000234631,NA
ENSG00000234632,0.1
ENSG00000234634,NA
ENSG00000234636,0.2
ENSG00000234637,NA
ENSG00000234638,NA
ENSG00000234639,NA
ENSG00000234640,NA
ENSG00000234642,NA
ENSG00000234643,-0.2
ENSG00000234644,NA
ENSG00000234645,0.7
ENSG00000234646,NA
ENSG00000234647,NA
ENSG00000234648,0
ENSG00000234650,-0.1
ENSG00000234651,NA
ENSG00000234652,NA
ENSG00000234653,NA
ENSG00000234654,0.1
ENSG00000234655,NA
ENSG00000234658,NA
ENSG00000234660,NA
ENSG00000234661,-0.1
ENSG00000234663,NA
ENSG00000234664,-0.6
ENSG00000234665,-0.1
ENSG00000234667,NA
ENSG00000234668,NA
ENSG00000234669,NA
ENSG00000234670,NA
ENSG00000234671,NA
ENSG00000234673,NA
ENSG00000234674,NA
ENSG00000234675,NA
ENSG00000234676,0.1
ENSG00000234677,NA
ENSG00000234678,0
ENSG00000234680,NA
ENSG00000234681,NA
ENSG00000234682,NA
ENSG00000234683,NA
ENSG00000234684,-1.5
ENSG00000234685,-0.1
ENSG00000234686,NA
ENSG00000234688,NA
ENSG00000234689,0
ENSG00000234690,-0.1
ENSG00000234692,NA
ENSG00000234693,0
ENSG00000234694,0.1
ENSG00000234695,0.1
ENSG00000234696,NA
ENSG00000234698,0.3
ENSG00000234699,0
ENSG00000234700,NA
ENSG00000234701,NA
ENSG00000234702,0.6
ENSG00000234703,0.1
ENSG00000234704,NA
ENSG00000234705,-0.1
ENSG00000234706,NA
ENSG00000234707,-0.7
ENSG00000234709,-0.1
ENSG00000234710,NA
ENSG00000234711,0.1
ENSG00000234712,NA
ENSG00000234713,NA
ENSG00000234714,NA
ENSG00000234715,0.1
ENSG00000234716,NA
ENSG00000234717,NA
ENSG00000234718,0.2
ENSG00000234719,0.1
ENSG00000234720,-0.1
ENSG00000234721,0.1
ENSG00000234722,-0.5
ENSG00000234723,-0.1
ENSG00000234724,0
ENSG00000234725,-0.2
ENSG00000234726,NA
ENSG00000234728,NA
ENSG00000234729,NA
ENSG00000234730,NA
ENSG00000234731,NA
ENSG00000234732,NA
ENSG00000234734,NA
ENSG00000234735,NA
ENSG00000234736,NA
ENSG00000234737,NA
ENSG00000234740,0
ENSG00000234741,0
ENSG00000234742,-0.2
ENSG00000234743,0.7
ENSG00000234744,NA
ENSG00000234745,-0.4
ENSG00000234746,NA
ENSG00000234748,NA
ENSG00000234749,0
ENSG00000234750,0.1
ENSG00000234751,-0.3
ENSG00000234752,NA
ENSG00000234753,-0.1
ENSG00000234754,0.2
ENSG00000234756,0
ENSG00000234757,NA
ENSG00000234758,NA
ENSG00000234761,NA
ENSG00000234763,NA
ENSG00000234764,0.2
ENSG00000234765,NA
ENSG00000234766,NA
ENSG00000234767,NA
ENSG00000234768,NA
ENSG00000234769,-0.5
ENSG00000234770,NA
ENSG00000234771,1
ENSG00000234772,-0.1
ENSG00000234773,-0.2
ENSG00000234775,NA
ENSG00000234776,0.8
ENSG00000234777,NA
ENSG00000234779,-0.3
ENSG00000234780,NA
ENSG00000234781,NA
ENSG00000234782,0
ENSG00000234784,NA
ENSG00000234785,0.3
ENSG00000234786,NA
ENSG00000234787,NA
ENSG00000234788,NA
ENSG00000234789,0
ENSG00000234790,NA
ENSG00000234791,NA
ENSG00000234792,NA
ENSG00000234793,-0.1
ENSG00000234794,NA
ENSG00000234795,-0.1
ENSG00000234796,NA
ENSG00000234797,0.1
ENSG00000234798,NA
ENSG00000234799,NA
ENSG00000234800,NA
ENSG00000234801,0.2
ENSG00000234803,NA
ENSG00000234804,NA
ENSG00000234805,NA
ENSG00000234806,-0.5
ENSG00000234807,-0.5
ENSG00000234809,NA
ENSG00000234810,0
ENSG00000234811,NA
ENSG00000234812,NA
ENSG00000234813,NA
ENSG00000234814,-1
ENSG00000234816,0
ENSG00000234817,-0.7
ENSG00000234818,-0.2
ENSG00000234819,0.1
ENSG00000234821,NA
ENSG00000234825,-0.8
ENSG00000234826,0.1
ENSG00000234828,NA
ENSG00000234829,NA
ENSG00000234830,NA
ENSG00000234831,NA
ENSG00000234832,-0.1
ENSG00000234834,NA
ENSG00000234835,0.2
ENSG00000234836,NA
ENSG00000234837,NA
ENSG00000234838,NA
ENSG00000234839,NA
ENSG00000234840,0.1
ENSG00000234841,-0.1
ENSG00000234842,0.5
ENSG00000234844,NA
ENSG00000234846,NA
ENSG00000234848,-0.1
ENSG00000234849,NA
ENSG00000234850,NA
ENSG00000234851,-0.1
ENSG00000234852,NA
ENSG00000234853,NA
ENSG00000234854,NA
ENSG00000234855,NA
ENSG00000234856,NA
ENSG00000234857,-0.1
ENSG00000234858,NA
ENSG00000234859,NA
ENSG00000234860,NA
ENSG00000234861,-0.1
ENSG00000234862,NA
ENSG00000234863,NA
ENSG00000234864,NA
ENSG00000234865,NA
ENSG00000234869,0.1
ENSG00000234871,0.1
ENSG00000234872,NA
ENSG00000234876,NA
ENSG00000234877,NA
ENSG00000234878,NA
ENSG00000234880,2.6
ENSG00000234881,NA
ENSG00000234882,-0.8
ENSG00000234883,-1.2
ENSG00000234884,NA
ENSG00000234886,NA
ENSG00000234888,NA
ENSG00000234889,NA
ENSG00000234890,NA
ENSG00000234891,NA
ENSG00000234892,NA
ENSG00000234893,NA
ENSG00000234894,NA
ENSG00000234895,NA
ENSG00000234896,NA
ENSG00000234898,NA
ENSG00000234899,-0.7
ENSG00000234900,0.3
ENSG00000234901,NA
ENSG00000234902,0.1
ENSG00000234903,NA
ENSG00000234904,NA
ENSG00000234906,-0.1
ENSG00000234907,NA
ENSG00000234910,NA
ENSG00000234911,-0.1
ENSG00000234912,0.3
ENSG00000234913,0.3
ENSG00000234915,NA
ENSG00000234917,0.1
ENSG00000234918,NA
ENSG00000234919,0
ENSG00000234920,NA
ENSG00000234921,NA
ENSG00000234922,NA
ENSG00000234925,0
ENSG00000234927,NA
ENSG00000234928,NA
ENSG00000234929,NA
ENSG00000234931,NA
ENSG00000234932,NA
ENSG00000234933,-0.2
ENSG00000234934,NA
ENSG00000234936,0.2
ENSG00000234937,-0.1
ENSG00000234938,-0.1
ENSG00000234939,NA
ENSG00000234940,NA
ENSG00000234941,NA
ENSG00000234942,0.1
ENSG00000234943,NA
ENSG00000234944,-0.1
ENSG00000234945,-0.2
ENSG00000234946,0
ENSG00000234947,NA
ENSG00000234948,NA
ENSG00000234949,0.5
ENSG00000234950,NA
ENSG00000234951,NA
ENSG00000234952,NA
ENSG00000234953,NA
ENSG00000234954,NA
ENSG00000234956,NA
ENSG00000234958,NA
ENSG00000234961,NA
ENSG00000234962,NA
ENSG00000234964,0.6
ENSG00000234965,NA
ENSG00000234966,NA
ENSG00000234967,NA
ENSG00000234968,NA
ENSG00000234969,0
ENSG00000234970,NA
ENSG00000234972,-0.2
ENSG00000234973,NA
ENSG00000234975,0.1
ENSG00000234977,NA
ENSG00000234978,-0.3
ENSG00000234979,NA
ENSG00000234980,NA
ENSG00000234981,0.2
ENSG00000234982,0
ENSG00000234983,NA
ENSG00000234984,NA
ENSG00000234985,0.1
ENSG00000234986,-0.1
ENSG00000234988,NA
ENSG00000234992,NA
ENSG00000234993,NA
ENSG00000234995,NA
ENSG00000234996,0.6
ENSG00000234997,-0.5
ENSG00000234998,-0.2
ENSG00000234999,-0.1
ENSG00000235001,0.1
ENSG00000235002,NA
ENSG00000235003,NA
ENSG00000235004,NA
ENSG00000235005,NA
ENSG00000235007,NA
ENSG00000235008,0.4
ENSG00000235009,NA
ENSG00000235010,NA
ENSG00000235011,NA
ENSG00000235012,NA
ENSG00000235013,-0.5
